# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug 22 10:56:12 2023
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
#
hostname,discoverymethod,disc_year,disc_facility
GJ 328,Radial Velocity,2023,Roque de los Muchachos Observatory
GJ 3293,Radial Velocity,2015,La Silla Observatory
GJ 3293,Radial Velocity,2015,La Silla Observatory
GJ 3293,Radial Velocity,2015,La Silla Observatory
GJ 3293,Radial Velocity,2015,La Silla Observatory
GJ 3293,Radial Velocity,2017,La Silla Observatory
GJ 3293,Radial Velocity,2017,La Silla Observatory
GJ 3323,Radial Velocity,2017,La Silla Observatory
GJ 3323,Radial Velocity,2017,La Silla Observatory
GJ 3341,Radial Velocity,2015,La Silla Observatory
GJ 338 B,Radial Velocity,2020,Calar Alto Observatory
GJ 338 B,Radial Velocity,2020,Calar Alto Observatory
GJ 3470,Radial Velocity,2012,La Silla Observatory
GJ 3470,Radial Velocity,2012,La Silla Observatory
GJ 3470,Radial Velocity,2012,La Silla Observatory
GJ 3470,Radial Velocity,2012,La Silla Observatory
GJ 3470,Radial Velocity,2012,La Silla Observatory
GJ 3470,Radial Velocity,2012,La Silla Observatory
GJ 3470,Radial Velocity,2012,La Silla Observatory
GJ 3470,Radial Velocity,2012,La Silla Observatory
GJ 3470,Radial Velocity,2012,La Silla Observatory
GJ 3470,Radial Velocity,2012,La Silla Observatory
GJ 3473,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
GJ 3473,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
GJ 3473,Radial Velocity,2020,Multiple Observatories
GJ 3512,Radial Velocity,2019,Calar Alto Observatory
GJ 3512,Radial Velocity,2019,Calar Alto Observatory
GJ 3512,Radial Velocity,2020,Multiple Observatories
GJ 357,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
GJ 357,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
GJ 357,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
GJ 357,Radial Velocity,2019,Multiple Observatories
GJ 357,Radial Velocity,2019,Multiple Observatories
GJ 3634,Radial Velocity,2010,La Silla Observatory
GJ 367,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
GJ 367,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
GJ 367,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
GJ 367,Radial Velocity,2023,La Silla Observatory
GJ 367,Radial Velocity,2023,La Silla Observatory
GJ 3779,Radial Velocity,2018,Calar Alto Observatory
GJ 3929,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
GJ 3929,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
GJ 3929,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
GJ 3929,Radial Velocity,2022,Multiple Observatories
GJ 393,Radial Velocity,2021,Multiple Observatories
GJ 3942,Radial Velocity,2017,Roque de los Muchachos Observatory
GJ 3998,Radial Velocity,2016,Roque de los Muchachos Observatory
GJ 3998,Radial Velocity,2016,Roque de los Muchachos Observatory
GJ 411,Radial Velocity,2019,Haute-Provence Observatory
GJ 411,Radial Velocity,2019,Haute-Provence Observatory
GJ 411,Radial Velocity,2019,Haute-Provence Observatory
GJ 411,Radial Velocity,2019,Haute-Provence Observatory
GJ 414 A,Radial Velocity,2021,W. M. Keck Observatory
GJ 414 A,Radial Velocity,2021,W. M. Keck Observatory
GJ 414 A,Radial Velocity,2021,W. M. Keck Observatory
GJ 414 A,Radial Velocity,2021,W. M. Keck Observatory
GJ 422,Radial Velocity,2014,Multiple Observatories
GJ 422,Radial Velocity,2014,Multiple Observatories
GJ 4276,Radial Velocity,2019,Calar Alto Observatory
GJ 433,Radial Velocity,2011,La Silla Observatory
GJ 433,Radial Velocity,2011,La Silla Observatory
GJ 433,Radial Velocity,2011,La Silla Observatory
GJ 433,Radial Velocity,2011,La Silla Observatory
GJ 433,Radial Velocity,2014,Multiple Observatories
GJ 433,Radial Velocity,2014,Multiple Observatories
GJ 433,Radial Velocity,2020,Multiple Facilities
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 436,Radial Velocity,2004,W. M. Keck Observatory
GJ 463,Radial Velocity,2022,Multiple Observatories
GJ 463,Radial Velocity,2022,Multiple Observatories
GJ 463,Radial Velocity,2022,Multiple Observatories
GJ 480,Radial Velocity,2020,Multiple Observatories
GJ 486,Radial Velocity,2021,Calar Alto Observatory
GJ 486,Radial Velocity,2021,Calar Alto Observatory
GJ 504,Imaging,2013,Subaru Telescope
GJ 514,Radial Velocity,2022,Multiple Observatories
GJ 536,Radial Velocity,2016,La Silla Observatory
GJ 536,Radial Velocity,2016,La Silla Observatory
GJ 581,Radial Velocity,2005,La Silla Observatory
GJ 581,Radial Velocity,2005,La Silla Observatory
GJ 581,Radial Velocity,2005,La Silla Observatory
GJ 581,Radial Velocity,2005,La Silla Observatory
GJ 581,Radial Velocity,2005,La Silla Observatory
GJ 581,Radial Velocity,2005,La Silla Observatory
GJ 581,Radial Velocity,2007,La Silla Observatory
GJ 581,Radial Velocity,2007,La Silla Observatory
GJ 581,Radial Velocity,2007,La Silla Observatory
GJ 581,Radial Velocity,2007,La Silla Observatory
GJ 581,Radial Velocity,2007,La Silla Observatory
GJ 581,Radial Velocity,2009,La Silla Observatory
GJ 581,Radial Velocity,2009,La Silla Observatory
GJ 581,Radial Velocity,2009,La Silla Observatory
GJ 581,Radial Velocity,2009,La Silla Observatory
GJ 625,Radial Velocity,2017,Multiple Observatories
GJ 649,Radial Velocity,2009,W. M. Keck Observatory
GJ 649,Radial Velocity,2009,W. M. Keck Observatory
GJ 649,Radial Velocity,2009,W. M. Keck Observatory
GJ 667 C,Radial Velocity,2011,La Silla Observatory
GJ 667 C,Radial Velocity,2011,La Silla Observatory
GJ 667 C,Radial Velocity,2011,La Silla Observatory
GJ 667 C,Radial Velocity,2011,La Silla Observatory
GJ 667 C,Radial Velocity,2011,La Silla Observatory
GJ 667 C,Radial Velocity,2011,La Silla Observatory
GJ 667 C,Radial Velocity,2011,La Silla Observatory
GJ 667 C,Radial Velocity,2011,La Silla Observatory
GJ 667 C,Radial Velocity,2013,La Silla Observatory
GJ 667 C,Radial Velocity,2013,La Silla Observatory
GJ 667 C,Radial Velocity,2013,La Silla Observatory
GJ 674,Radial Velocity,2007,La Silla Observatory
GJ 676 A,Radial Velocity,2010,La Silla Observatory
GJ 676 A,Radial Velocity,2010,La Silla Observatory
GJ 676 A,Radial Velocity,2010,La Silla Observatory
GJ 676 A,Radial Velocity,2010,La Silla Observatory
GJ 676 A,Radial Velocity,2010,La Silla Observatory
GJ 676 A,Radial Velocity,2016,Paranal Observatory
GJ 676 A,Radial Velocity,2016,Paranal Observatory
GJ 676 A,Radial Velocity,2012,La Silla Observatory
GJ 676 A,Radial Velocity,2012,La Silla Observatory
GJ 676 A,Radial Velocity,2012,La Silla Observatory
GJ 676 A,Radial Velocity,2012,La Silla Observatory
GJ 676 A,Radial Velocity,2012,La Silla Observatory
GJ 676 A,Radial Velocity,2012,La Silla Observatory
GJ 680,Radial Velocity,2022,Multiple Observatories
GJ 682,Radial Velocity,2014,Multiple Observatories
GJ 682,Radial Velocity,2014,Multiple Observatories
GJ 685,Radial Velocity,2019,Roque de los Muchachos Observatory
GJ 687,Radial Velocity,2014,Lick Observatory
GJ 687,Radial Velocity,2014,Lick Observatory
GJ 687,Radial Velocity,2014,Lick Observatory
GJ 687,Radial Velocity,2014,Lick Observatory
GJ 687,Radial Velocity,2020,Multiple Observatories
GJ 720 A,Radial Velocity,2021,Roque de los Muchachos Observatory
GJ 740,Radial Velocity,2021,Multiple Observatories
GJ 832,Radial Velocity,2008,Anglo-Australian Telescope
GJ 832,Radial Velocity,2008,Anglo-Australian Telescope
GJ 832,Radial Velocity,2008,Anglo-Australian Telescope
GJ 832,Radial Velocity,2008,Anglo-Australian Telescope
GJ 849,Radial Velocity,2006,W. M. Keck Observatory
GJ 849,Radial Velocity,2006,W. M. Keck Observatory
GJ 849,Radial Velocity,2006,W. M. Keck Observatory
GJ 849,Radial Velocity,2006,W. M. Keck Observatory
GJ 849,Radial Velocity,2006,W. M. Keck Observatory
GJ 849,Radial Velocity,2006,W. M. Keck Observatory
GJ 849,Radial Velocity,2006,W. M. Keck Observatory
GJ 849,Radial Velocity,2014,W. M. Keck Observatory
GJ 849,Radial Velocity,2014,W. M. Keck Observatory
GJ 849,Radial Velocity,2014,W. M. Keck Observatory
GJ 86,Radial Velocity,1999,La Silla Observatory
GJ 86,Radial Velocity,1999,La Silla Observatory
GJ 86,Radial Velocity,1999,La Silla Observatory
GJ 876,Radial Velocity,1998,Multiple Observatories
GJ 876,Radial Velocity,1998,Multiple Observatories
GJ 876,Radial Velocity,1998,Multiple Observatories
GJ 876,Radial Velocity,1998,Multiple Observatories
GJ 876,Radial Velocity,1998,Multiple Observatories
GJ 876,Radial Velocity,1998,Multiple Observatories
GJ 876,Radial Velocity,1998,Multiple Observatories
GJ 876,Radial Velocity,1998,Multiple Observatories
GJ 876,Radial Velocity,2000,Multiple Observatories
GJ 876,Radial Velocity,2000,Multiple Observatories
GJ 876,Radial Velocity,2000,Multiple Observatories
GJ 876,Radial Velocity,2000,Multiple Observatories
GJ 876,Radial Velocity,2000,Multiple Observatories
GJ 876,Radial Velocity,2000,Multiple Observatories
GJ 876,Radial Velocity,2000,Multiple Observatories
GJ 876,Radial Velocity,2005,W. M. Keck Observatory
GJ 876,Radial Velocity,2005,W. M. Keck Observatory
GJ 876,Radial Velocity,2005,W. M. Keck Observatory
GJ 876,Radial Velocity,2005,W. M. Keck Observatory
GJ 876,Radial Velocity,2005,W. M. Keck Observatory
GJ 876,Radial Velocity,2005,W. M. Keck Observatory
GJ 876,Radial Velocity,2005,W. M. Keck Observatory
GJ 876,Radial Velocity,2010,W. M. Keck Observatory
GJ 876,Radial Velocity,2010,W. M. Keck Observatory
GJ 876,Radial Velocity,2010,W. M. Keck Observatory
GJ 887,Radial Velocity,2020,La Silla Observatory
GJ 887,Radial Velocity,2020,La Silla Observatory
GJ 896 A,Astrometry,2022,Very Long Baseline Array
GJ 9066,Radial Velocity,2020,Multiple Observatories
GJ 9066,Radial Velocity,2020,Multiple Observatories
GJ 96,Radial Velocity,2018,Haute-Provence Observatory
GJ 9689,Radial Velocity,2020,Roque de los Muchachos Observatory
GJ 9714,Radial Velocity,2022,Multiple Observatories
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GJ 9827,Transit,2017,K2
GPX-1,Transit,2021,Acton Sky Portal Observatory
GPX-1,Transit,2021,Acton Sky Portal Observatory
GQ Lup,Imaging,2004,Paranal Observatory
GQ Lup,Imaging,2004,Paranal Observatory
GSC 06214-00210,Imaging,2010,Palomar Observatory
GSC 06214-00210,Imaging,2010,Palomar Observatory
GSC 06214-00210,Imaging,2010,Palomar Observatory
GSC 06214-00210,Imaging,2010,Palomar Observatory
GU Psc,Imaging,2014,Gemini Observatory
Gaia-1,Transit,2022,European Space Agency (ESA) Gaia Satellite
Gaia-2,Transit,2022,European Space Agency (ESA) Gaia Satellite
Gaia-2,Transit,2022,European Space Agency (ESA) Gaia Satellite
Gl 378,Radial Velocity,2019,Haute-Provence Observatory
Gl 49,Radial Velocity,2019,Multiple Observatories
Gl 686,Radial Velocity,2018,Roque de los Muchachos Observatory
Gl 686,Radial Velocity,2018,Roque de los Muchachos Observatory
Gl 686,Radial Velocity,2018,Roque de los Muchachos Observatory
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-1,Transit,2006,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Transit,2008,HATNet
HAT-P-11,Radial Velocity,2018,W. M. Keck Observatory
HAT-P-11,Radial Velocity,2018,W. M. Keck Observatory
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-12,Transit,2009,HATNet
HAT-P-13,Transit,2009,HATNet
HAT-P-13,Transit,2009,HATNet
HAT-P-13,Transit,2009,HATNet
HAT-P-13,Transit,2009,HATNet
HAT-P-13,Transit,2009,HATNet
HAT-P-13,Transit,2009,HATNet
HAT-P-13,Transit,2009,HATNet
HAT-P-13,Transit,2009,HATNet
HAT-P-13,Transit,2009,HATNet
HAT-P-13,Transit,2009,HATNet
HAT-P-13,Radial Velocity,2009,W. M. Keck Observatory
HAT-P-13,Radial Velocity,2009,W. M. Keck Observatory
HAT-P-13,Radial Velocity,2009,W. M. Keck Observatory
HAT-P-13,Radial Velocity,2009,W. M. Keck Observatory
HAT-P-14,Transit,2010,HATNet
HAT-P-14,Transit,2010,HATNet
HAT-P-14,Transit,2010,HATNet
HAT-P-14,Transit,2010,HATNet
HAT-P-14,Transit,2010,HATNet
HAT-P-14,Transit,2010,HATNet
HAT-P-14,Transit,2010,HATNet
HAT-P-14,Transit,2010,HATNet
HAT-P-14,Transit,2010,HATNet
HAT-P-14,Transit,2010,HATNet
HAT-P-14,Transit,2010,HATNet
HAT-P-14,Transit,2010,HATNet
HAT-P-15,Transit,2010,HATNet
HAT-P-15,Transit,2010,HATNet
HAT-P-15,Transit,2010,HATNet
HAT-P-15,Transit,2010,HATNet
HAT-P-15,Transit,2010,HATNet
HAT-P-15,Transit,2010,HATNet
HAT-P-16,Transit,2010,HATNet
HAT-P-16,Transit,2010,HATNet
HAT-P-16,Transit,2010,HATNet
HAT-P-16,Transit,2010,HATNet
HAT-P-16,Transit,2010,HATNet
HAT-P-16,Transit,2010,HATNet
HAT-P-16,Transit,2010,HATNet
HAT-P-16,Transit,2010,HATNet
HAT-P-16,Transit,2010,HATNet
HAT-P-17,Transit,2010,HATNet
HAT-P-17,Transit,2010,HATNet
HAT-P-17,Transit,2010,HATNet
HAT-P-17,Transit,2010,HATNet
HAT-P-17,Transit,2010,HATNet
HAT-P-17,Transit,2010,HATNet
HAT-P-17,Transit,2010,HATNet
HAT-P-17,Transit,2010,HATNet
HAT-P-17,Radial Velocity,2010,W. M. Keck Observatory
HAT-P-17,Radial Velocity,2010,W. M. Keck Observatory
HAT-P-17,Radial Velocity,2010,W. M. Keck Observatory
HAT-P-18,Transit,2010,HATNet
HAT-P-18,Transit,2010,HATNet
HAT-P-18,Transit,2010,HATNet
HAT-P-18,Transit,2010,HATNet
HAT-P-18,Transit,2010,HATNet
HAT-P-18,Transit,2010,HATNet
HAT-P-18,Transit,2010,HATNet
HAT-P-18,Transit,2010,HATNet
HAT-P-18,Transit,2010,HATNet
HAT-P-18,Transit,2010,HATNet
HAT-P-18,Transit,2010,HATNet
HAT-P-19,Transit,2010,HATNet
HAT-P-19,Transit,2010,HATNet
HAT-P-19,Transit,2010,HATNet
HAT-P-19,Transit,2010,HATNet
HAT-P-19,Transit,2010,HATNet
HAT-P-19,Transit,2010,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-2,Transit,2007,HATNet
HAT-P-20,Transit,2010,HATNet
HAT-P-20,Transit,2010,HATNet
HAT-P-20,Transit,2010,HATNet
HAT-P-20,Transit,2010,HATNet
HAT-P-20,Transit,2010,HATNet
HAT-P-20,Transit,2010,HATNet
HAT-P-20,Transit,2010,HATNet
HAT-P-20,Transit,2010,HATNet
HAT-P-20,Transit,2010,HATNet
HAT-P-21,Transit,2010,HATNet
HAT-P-21,Transit,2010,HATNet
HAT-P-21,Transit,2010,HATNet
HAT-P-21,Transit,2010,HATNet
HAT-P-21,Transit,2010,HATNet
HAT-P-21,Transit,2010,HATNet
HAT-P-22,Transit,2010,HATNet
HAT-P-22,Transit,2010,HATNet
HAT-P-22,Transit,2010,HATNet
HAT-P-22,Transit,2010,HATNet
HAT-P-22,Transit,2010,HATNet
HAT-P-22,Transit,2010,HATNet
HAT-P-22,Transit,2010,HATNet
HAT-P-22,Transit,2010,HATNet
HAT-P-22,Transit,2010,HATNet
HAT-P-23,Transit,2010,HATNet
HAT-P-23,Transit,2010,HATNet
HAT-P-23,Transit,2010,HATNet
HAT-P-23,Transit,2010,HATNet
HAT-P-23,Transit,2010,HATNet
HAT-P-23,Transit,2010,HATNet
HAT-P-23,Transit,2010,HATNet
HAT-P-23,Transit,2010,HATNet
HAT-P-23,Transit,2010,HATNet
HAT-P-23,Transit,2010,HATNet
HAT-P-24,Transit,2010,HATNet
HAT-P-24,Transit,2010,HATNet
HAT-P-24,Transit,2010,HATNet
HAT-P-24,Transit,2010,HATNet
HAT-P-24,Transit,2010,HATNet
HAT-P-24,Transit,2010,HATNet
HAT-P-24,Transit,2010,HATNet
HAT-P-24,Transit,2010,HATNet
HAT-P-24,Transit,2010,HATNet
HAT-P-25,Transit,2010,HATNet
HAT-P-25,Transit,2010,HATNet
HAT-P-25,Transit,2010,HATNet
HAT-P-25,Transit,2010,HATNet
HAT-P-25,Transit,2010,HATNet
HAT-P-25,Transit,2010,HATNet
HAT-P-25,Transit,2010,HATNet
HAT-P-26,Transit,2010,HATNet
HAT-P-26,Transit,2010,HATNet
HAT-P-26,Transit,2010,HATNet
HAT-P-26,Transit,2010,HATNet
HAT-P-26,Transit,2010,HATNet
HAT-P-26,Transit,2010,HATNet
HAT-P-26,Transit,2010,HATNet
HAT-P-27,Transit,2011,HATNet
HAT-P-27,Transit,2011,HATNet
HAT-P-27,Transit,2011,HATNet
HAT-P-27,Transit,2011,HATNet
HAT-P-27,Transit,2011,HATNet
HAT-P-27,Transit,2011,HATNet
HAT-P-27,Transit,2011,HATNet
HAT-P-28,Transit,2011,HATNet
HAT-P-28,Transit,2011,HATNet
HAT-P-28,Transit,2011,HATNet
HAT-P-28,Transit,2011,HATNet
HAT-P-29,Transit,2011,HATNet
HAT-P-29,Transit,2011,HATNet
HAT-P-29,Transit,2011,HATNet
HAT-P-29,Transit,2011,HATNet
HAT-P-29,Transit,2011,HATNet
HAT-P-29,Transit,2011,HATNet
HAT-P-29,Transit,2011,HATNet
HAT-P-29,Transit,2011,HATNet
HAT-P-29,Transit,2011,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-3,Transit,2007,HATNet
HAT-P-30,Transit,2011,HATNet
HAT-P-30,Transit,2011,HATNet
HAT-P-30,Transit,2011,HATNet
HAT-P-30,Transit,2011,HATNet
HAT-P-30,Transit,2011,HATNet
HAT-P-30,Transit,2011,HATNet
HAT-P-30,Transit,2011,HATNet
HAT-P-30,Transit,2011,HATNet
HAT-P-31,Transit,2011,HATNet
HAT-P-31,Transit,2011,HATNet
HAT-P-31,Transit,2011,HATNet
HAT-P-31,Transit,2011,HATNet
HAT-P-31,Transit,2011,HATNet
HAT-P-31,Transit,2011,HATNet
HAT-P-31,Transit,2011,HATNet
HAT-P-31,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-32,Transit,2011,HATNet
HAT-P-33,Transit,2011,HATNet
HAT-P-33,Transit,2011,HATNet
HAT-P-33,Transit,2011,HATNet
HAT-P-33,Transit,2011,HATNet
HAT-P-33,Transit,2011,HATNet
HAT-P-33,Transit,2011,HATNet
HAT-P-33,Transit,2011,HATNet
HAT-P-34,Transit,2011,HATNet
HAT-P-34,Transit,2011,HATNet
HAT-P-34,Transit,2011,HATNet
HAT-P-34,Transit,2011,HATNet
HAT-P-34,Transit,2011,HATNet
HAT-P-34,Transit,2011,HATNet
HAT-P-34,Transit,2011,HATNet
HAT-P-34,Transit,2011,HATNet
HAT-P-34,Transit,2011,HATNet
HAT-P-34,Transit,2011,HATNet
HAT-P-35,Transit,2011,HATNet
HAT-P-35,Transit,2011,HATNet
HAT-P-35,Transit,2011,HATNet
HAT-P-35,Transit,2011,HATNet
HAT-P-35,Transit,2011,HATNet
HAT-P-35,Transit,2011,HATNet
HAT-P-36,Transit,2011,HATNet
HAT-P-36,Transit,2011,HATNet
HAT-P-36,Transit,2011,HATNet
HAT-P-36,Transit,2011,HATNet
HAT-P-36,Transit,2011,HATNet
HAT-P-36,Transit,2011,HATNet
HAT-P-36,Transit,2011,HATNet
HAT-P-36,Transit,2011,HATNet
HAT-P-36,Transit,2011,HATNet
HAT-P-36,Transit,2011,HATNet
HAT-P-37,Transit,2011,HATNet
HAT-P-37,Transit,2011,HATNet
HAT-P-37,Transit,2011,HATNet
HAT-P-37,Transit,2011,HATNet
HAT-P-37,Transit,2011,HATNet
HAT-P-37,Transit,2011,HATNet
HAT-P-38,Transit,2012,HATNet
HAT-P-38,Transit,2012,HATNet
HAT-P-38,Transit,2012,HATNet
HAT-P-38,Transit,2012,HATNet
HAT-P-38,Transit,2012,HATNet
HAT-P-38,Transit,2012,HATNet
HAT-P-39,Transit,2012,HATNet
HAT-P-39,Transit,2012,HATNet
HAT-P-39,Transit,2012,HATNet
HAT-P-4,Transit,2007,HATNet
HAT-P-4,Transit,2007,HATNet
HAT-P-4,Transit,2007,HATNet
HAT-P-4,Transit,2007,HATNet
HAT-P-4,Transit,2007,HATNet
HAT-P-4,Transit,2007,HATNet
HAT-P-4,Transit,2007,HATNet
HAT-P-4,Transit,2007,HATNet
HAT-P-4,Transit,2007,HATNet
HAT-P-4,Transit,2007,HATNet
HAT-P-4,Transit,2007,HATNet
HAT-P-40,Transit,2012,HATNet
HAT-P-40,Transit,2012,HATNet
HAT-P-40,Transit,2012,HATNet
HAT-P-40,Transit,2012,HATNet
HAT-P-40,Transit,2012,HATNet
HAT-P-40,Transit,2012,HATNet
HAT-P-41,Transit,2012,HATNet
HAT-P-41,Transit,2012,HATNet
HAT-P-41,Transit,2012,HATNet
HAT-P-41,Transit,2012,HATNet
HAT-P-41,Transit,2012,HATNet
HAT-P-41,Transit,2012,HATNet
HAT-P-41,Transit,2012,HATNet
HAT-P-42,Transit,2012,HATNet
HAT-P-42,Transit,2012,HATNet
HAT-P-42,Transit,2012,HATNet
HAT-P-42,Transit,2012,HATNet
HAT-P-42,Transit,2012,HATNet
HAT-P-42,Transit,2012,HATNet
HAT-P-43,Transit,2012,HATNet
HAT-P-43,Transit,2012,HATNet
HAT-P-43,Transit,2012,HATNet
HAT-P-43,Transit,2012,HATNet
